2022-09-26,2022-09-28,SHOPPERS DRUG MART #22 VANCOUVER     BC,-23.96
2022-09-25,2022-09-27,STEAM PURCHASE         SEATTLE       DEU,-13.52
2022-09-26,2022-09-26,PAYMENT - THANK YOU,129.48
2022-09-24,2022-09-26,MEMORY CORNER          RICHMOND      BC,-15.88
2022-09-23,2022-09-26,JUSTIN'S NF #3807      VANCOUVER     BC,-48.1
2022-09-22,2022-09-26,PANDORA'S BOX REHEARSA VANCOUVER     BC,-52.5
2022-09-22,2022-09-23,R & B BREWING          VANCOUVER     BC,-20.53
2022-09-21,2022-09-23,ZUBU RAMEN             VANCOUVER     BC,-15.99
2022-09-20,2022-09-22,FATBURGER WEST BROADWA VANCOUVER     BC,-10.5
2022-09-20,2022-09-22,FATBURGER WEST BROADWA VANCOUVER     BC,-5.23
2022-09-18,2022-09-20,CHURCH'S CHICKEN       VANCOUVER     BC,-12.53
2022-09-18,2022-09-19,MAZUYA SUSHI           VANCOUVER     BC,-17.27
2022-09-16,2022-09-19,MCDONALD'S #29138  Q04 VANCOUVER     BC,-20.75
2022-09-16,2022-09-19,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-09-16,2022-09-16,PAYMENT - THANK YOU,107.98
2022-09-15,2022-09-16,NOODLEBOX KITSILANO    VANCOUVER     BC,-16.7
2022-09-12,2022-09-13,JUSTIN'S NF #3807      VANCOUVER     BC,-77
2022-09-12,2022-09-13,UBER CANADA/UBEREATS   TORONTO       ON,-2.52
2022-09-12,2022-09-13,UBER CANADA/UBEREATS   TORONTO       ON,-3.73
2022-09-12,2022-09-12,PAYMENT - THANK YOU,263.76
2022-09-09,2022-09-12,SHOPPERS DRUG MART #22 VANCOUVER     BC,-7.98
2022-09-06,2022-09-12,AJIYA SUSHI            VANCOUVER     BC,-16.75
2022-09-07,2022-09-08,UNIVERSITY PHARMACY    VANCOUVER     BC,-103.79
2022-09-07,2022-09-08,GOLDS GYM BROADWAY     VANCOUVER     BC,-15.75
2022-09-06,2022-09-08,TOMMY HILFIGER #863    BURNABY       BC,-50.68
2022-09-07,2022-09-07,PAYMENT - THANK YOU,134.41
2022-09-06,2022-09-07,OPA025-METROTOWN       BURNABY       BC,-14.65
2022-09-06,2022-09-07,URBAN PLANET 1386      BURNABY       BC,-33.58
2022-09-06,2022-09-07,URBAN BEHAVIOR #1572   BURNABY       BC,-29.65
2022-09-06,2022-09-07,MUJI METRO TOWN        BURNABY       BC,-15.66
2022-09-06,2022-09-06,PAYMENT - THANK YOU,65.98
2022-09-06,2022-09-06,STEAMGAMES.COM 4259522 Hamburg       DEU,-9.51
2022-09-05,2022-09-06,JUSTIN'S NF #3807      VANCOUVER     BC,-33.14
2022-09-04,2022-09-06,MAZUYA SUSHI           VANCOUVER     BC,-14.4
2022-09-03,2022-09-06,ADMIRAL PUB            BURNABY       BC,-22.14
2022-09-03,2022-09-06,MCDONALD'S #4894   Q04 VANCOUVER     BC,-17.6
2022-09-02,2022-09-06,A & W MARINE GATEWAY   VANCOUVER     BC,-11.94
2022-09-02,2022-09-06,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-09-02,2022-09-06,SABOTEN ABERDEEN RESTA RICHMOND      BC,-15.7
2022-09-02,2022-09-02,PAYMENT - THANK YOU,90.93
2022-09-01,2022-09-02,ALMA GUITAR SHOP       VANCOUVER     BC,-35
2022-09-01,2022-09-02,PAMPERDOURS HAIR NAIL  VANCOUVER     BC,-30.98
2022-08-31,2022-09-01,DONAIR AND SUB HOUSE   VANCOUVER     BC,-24.45
2022-08-31,2022-09-01,GOLDS GYM BROADWAY     VANCOUVER     BC,-15.75
2022-08-30,2022-08-30,PAYMENT - THANK YOU,142.5
2022-08-29,2022-08-30,MARKETPLACE IGA 024    VANCOUVER     BC,-50.78
2022-08-29,2022-08-29,PAYMENT - THANK YOU,57.66
2022-08-29,2022-08-29,G2A.COM                Amsterdam     NLD,-5.3
2022-08-28,2022-08-29,JUSTIN'S NF #3807      VANCOUVER     BC,-1.12
2022-08-28,2022-08-29,JUSTIN'S NF #3807      VANCOUVER     BC,-65.34
2022-08-27,2022-08-29,CHARTWELLS-67355 SFU   BURNABY       BC,-4.99
2022-08-26,2022-08-29,AKBAR'S OWN DINING LOU VANCOUVER     BC,-23.4
2022-08-26,2022-08-29,MAZUYA SUSHI           VANCOUVER     BC,-14.6
2022-08-25,2022-08-29,FIVE STAR FRIED CHICKE VANCOUVER     BC,-27.7
2022-08-23,2022-08-24,UBER* EATS             TORONTO       ON,-2.84
2022-08-23,2022-08-23,PAYMENT - THANK YOU,101.32
2022-08-23,2022-08-23,UBER* EATS             TORONTO       ON,-18.99
2022-08-22,2022-08-23,UBER CANADA/UBEREATS   TORONTO       ON,-32.5
2022-08-22,2022-08-23,UBER CANADA/UBEREATS   TORONTO       ON,-3.33
2022-08-20,2022-08-22,SIX ACRES CAFE         VANCOUVER     BC,-28.04
2022-08-20,2022-08-22,SQ *IGNITE PIZZERIA    VANCOUVER     BC,-8
2022-08-19,2022-08-22,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-08-15,2022-08-15,PAYMENT - THANK YOU,12.28
2022-08-14,2022-08-15,MAZUYA SUSHI           VANCOUVER     BC,-12.55
2022-08-13,2022-08-15,STEAM PURCHASE         SEATTLE       DEU,-8.95
2022-08-13,2022-08-15,MCDONALD'S #19170  Q04 VANCOUVER     BC,-15.99
2022-08-13,2022-08-15,GROCERY CHECKOUT       VANCOUVER     BC,-3.13
2022-08-11,2022-08-15,SHOPPERS DRUG MART #22 VANCOUVER     BC,-14.68
2022-08-12,2022-08-12,PAYMENT - THANK YOU,1033.26
2022-08-10,2022-08-12,SHOPPERS DRUG MART #22 VANCOUVER     BC,-12.28
2022-08-10,2022-08-11,PAYPAL *VANCOUVERDR    4029357733    BC,-1027.95
2022-08-09,2022-08-10,INDIGO ONLINE          BRAMPTON      ON,-5.31
2022-08-09,2022-08-09,PAYMENT - THANK YOU,155.13
2022-08-06,2022-08-08,SHOPPERS DRUG MART #22 VANCOUVER     BC,-8.98
2022-08-06,2022-08-08,MAZUYA SUSHI           VANCOUVER     BC,-12.99
2022-08-05,2022-08-08,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-08-04,2022-08-05,NORI BENTO & UDON      VANCOUVER     BC,-11.6
2022-08-04,2022-08-05,MARKETPLACE IGA 024    VANCOUVER     BC,-42
2022-08-03,2022-08-05,KING PINS SOCIAL HOUSE N-VANCOUVER   BC,-14.7
2022-08-03,2022-08-05,GALLERY                VANCOUVER     BC,-15.49
2022-08-03,2022-08-05,BROWNS SOCIALHOUSE LOW NORTH VANCOUV BC,-19.4
2022-08-04,2022-08-04,PAYMENT - THANK YOU,280.7
2022-08-03,2022-08-04,SALARMY CAPILANO THRIF NORTH VANCOUV BC,-19.99
2022-08-01,2022-08-03,SAVE ON FOODS #940     VANCOUVER     BC,-23.48
2022-07-31,2022-08-02,MAZUYA SUSHI           VANCOUVER     BC,-12.55
2022-07-31,2022-08-02,MARKETPLACE IGA 024    VANCOUVER     BC,-62.43
2022-07-31,2022-08-02,SQ *VANCOUVER JAPANESE Vancouver     BC,-5.5
2022-07-30,2022-08-02,BODY ENERGY CLUB (KITS VANCOUVER     BC,-41.99
2022-07-30,2022-08-02,STEAMGAMES.COM 4259522 Hamburg       DEU,-55.99
2022-07-29,2022-07-29,PAYMENT - THANK YOU,634.09
2022-07-28,2022-07-29,SUBWAY                 VANCOUVER     BC,-12.38
2022-07-28,2022-07-29,MARKETPLACE IGA 024    VANCOUVER     BC,-42.02
2022-07-27,2022-07-28,NELLYS GRILL           VANCOUVER     BC,-24.36
2022-07-26,2022-07-27,ALMA GUITAR SHOP       VANCOUVER     BC,-44.79
2022-07-26,2022-07-27,NORI BENTO & UDON      VANCOUVER     BC,-12.06
2022-07-25,2022-07-26,SEOUL HOTDOG           VANCOUVER     BC,-10.4
2022-07-25,2022-07-25,SQ *GREAT DANE COFFEE  Vancouver     BC,-9.98
2022-07-24,2022-07-25,COINAMATIC             MISSISSAUGA   ON,-30
2022-07-24,2022-07-25,G2A.COM                AMSTERDAM     NLD,-28.09
2022-07-23,2022-07-25,JUSTIN'S NF #3807      VANCOUVER     BC,-62.77
2022-07-23,2022-07-25,Uniqlo Canada POS_CA_M Burnaby       BC,-156.37
2022-07-22,2022-07-25,H&M CA #059-METROPOLIS BURNABY       BC,-33.59
2022-07-22,2022-07-25,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-07-22,2022-07-25,A&W SKYTRAIN #726      BURNABY       BC,-14.42
2022-07-21,2022-07-25,SHOPPERS DRUG MART #22 VANCOUVER     BC,-21.55
2022-07-21,2022-07-22,ALMA GUITAR SHOP       VANCOUVER     BC,-171.35
2022-07-21,2022-07-21,PAYMENT - THANK YOU,160.47
2022-07-20,2022-07-21,CHATIME                VANCOUVER     BC,-6.14
2022-07-20,2022-07-21,RYUU JAPANESE KITCHEN  VANCOUVER     BC,-22.6
2022-07-19,2022-07-20,WHITE SPOT             VANCOUVER     BC,-17.09
2022-07-19,2022-07-20,MARKETPLACE IGA 024    VANCOUVER     BC,-19.63
2022-07-18,2022-07-20,UPPER CASE             VANCOUVER     BC,-5.51
2022-07-13,2022-07-15,GALLERY                VANCOUVER     BC,-19.02
2022-07-13,2022-07-15,BROWNS CRAFTHOUSE UBC  VANCOUVER     BC,-16.99
2022-07-13,2022-07-14,MARKETPLACE IGA 024    VANCOUVER     BC,-62.53
2022-07-12,2022-07-13,NORI BENTO & UDON      VANCOUVER     BC,-9.96
2022-07-12,2022-07-12,PAYMENT - THANK YOU,313.18
2022-07-11,2022-07-12,TIM HORTONS #9236      VANCOUVER     BC,-9.74
2022-07-09,2022-07-11,WINDSOR PLYWOOD VANC.  VANCOUVER     BC,-10.4
2022-07-08,2022-07-11,JUSTIN'S NF #3807      VANCOUVER     BC,-41.07
2022-07-08,2022-07-11,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-07-07,2022-07-08,NOODLEBOX KITSILANO    VANCOUVER     BC,-19.47
2022-07-07,2022-07-08,BODY ENERGY CLUB (KITS VANCOUVER     BC,-5.6
2022-07-06,2022-07-08,AKBAR'S OWN DINING LOU VANCOUVER     BC,-40.15
2022-07-06,2022-07-07,LONDON DRUGS   74      VANCOUVER     BC,-8.95
2022-07-06,2022-07-07,MARKETPLACE IGA 024    VANCOUVER     BC,-46.16
2022-07-05,2022-07-07,MASA JAPANESE RESTAURA VANCOUVER     BC,-19.37
2022-07-05,2022-07-05,PAYMENT - THANK YOU,132.44
2022-07-04,2022-07-05,UNIVERSITY PHARMACY    VANCOUVER     BC,-87.63
2022-07-04,2022-07-05,NORI BENTO & UDON      VANCOUVER     BC,-11.64
2022-07-01,2022-07-05,STEAM PURCHASE         SEATTLE       DEU,-12.76
2022-07-02,2022-07-04,MENCHIES               VANCOUVER     BC,-12.21
2022-07-02,2022-07-04,JUSTIN'S NF #3807      VANCOUVER     BC,-31.92
2022-06-29,2022-06-30,BENJAMIN MOORE BROADWA VANCOUVER     BC,-9.17
2022-06-28,2022-06-30,AKBAR'S OWN DINING LOU VANCOUVER     BC,-19.2
2022-06-28,2022-06-30,BED BATH AND BEYOND #2 VANCOUVER     BC,-17.91
2022-06-28,2022-06-29,BENJAMIN MOORE BROADWA VANCOUVER     BC,-42.03
2022-06-28,2022-06-28,PAYMENT - THANK YOU,156.19
2022-06-25,2022-06-27,THE STORY CAFE         RICHMOND      BC,-19.32
2022-06-25,2022-06-27,VIET HOUSE VIETNAMESE  VANCOUVER     BC,-17.2
2022-06-24,2022-06-27,SHOPPERS DRUG MART #22 VANCOUVER     BC,-13.11
2022-06-24,2022-06-27,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-06-24,2022-06-24,PAYMENT - THANK YOU,308.86
2022-06-23,2022-06-24,PAMPERDOURS HAIR NAIL  VANCOUVER     BC,-31.5
2022-06-22,2022-06-24,PANDORA'S BOX REHEARSA VANCOUVER     BC,-52.5
2022-06-22,2022-06-24,WENDY'S RESTAURANTS    VANCOUVER     BC,-12.58
2022-06-22,2022-06-23,ALMA GUITAR SHOP       VANCOUVER     BC,-185.51
2022-06-22,2022-06-23,LONDON DRUGS   74      VANCOUVER     BC,-8.95
2022-06-22,2022-06-23,MARKETPLACE IGA 024    VANCOUVER     BC,-56.73
2022-06-21,2022-06-21,PAYMENT - THANK YOU,106.79
2022-06-20,2022-06-21,IKEA RICHMOND          RICHMOND      BC,-22.73
2022-06-20,2022-06-21,IKEA RICHMOND          RICHMOND      BC,-13.99
2022-06-19,2022-06-21,CHURCH'S CHICKEN       VANCOUVER     BC,-20.95
2022-06-20,2022-06-20,COMPASS AUTOLOAD       604-398-2042  BC,-10
2022-06-17,2022-06-20,AJIYA SUSHI            VANCOUVER     BC,-16.75
2022-06-16,2022-06-17,LONDON DRUGS   74      VANCOUVER     BC,-22.39
2022-06-16,2022-06-17,MARKETPLACE IGA #23    VANCOUVER     BC,-22.05
2022-06-15,2022-06-16,GOLDS GYM BROADWAY     VANCOUVER     BC,-15.75
2022-06-15,2022-06-15,STEAMGAMES.COM 4259522 Hamburg       DEU,-19.85
2022-06-14,2022-06-14,PAYMENT - THANK YOU,304.31
2022-06-12,2022-06-13,UBER CANADA/UBEREATS   TORONTO       ON,-20.09
2022-06-12,2022-06-13,UBER CANADA/UBEREATS   TORONTO       ON,-5.26
2022-06-11,2022-06-13,LONDON DRUGS   74      VANCOUVER     BC,-24.67
2022-06-11,2022-06-13,MARKETPLACE IGA #23    VANCOUVER     BC,-37.57
2022-06-10,2022-06-13,AJIYA SUSHI            VANCOUVER     BC,-14.44
2022-06-10,2022-06-13,A&W STORE# 0751        VANCOUVER     BC,-14.2
2022-06-10,2022-06-13,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-06-10,2022-06-10,COMPASS AUTOLOAD       604-398-2042  BC,-10
2022-06-08,2022-06-10,NOVO PIZZERIA AND WINE VANCOUVER     BC,-29.08
2022-06-08,2022-06-09,LIVNI - CAFÉ & BAKERY  VANCOUVER     BC,-4.1
2022-06-05,2022-06-07,LE PETIT SAIGON        VANCOUVER     BC,-17.64
2022-06-05,2022-06-07,AJIYA SUSHI            VANCOUVER     BC,-17.81
2022-06-06,2022-06-06,PAYMENT - THANK YOU,122.01
2022-06-06,2022-06-06,COMPASS AUTOLOAD       604-398-2042  BC,-10
2022-06-04,2022-06-06,BEACH AVE BAR AND GRIL VANCOUVER     BC,-18.72
2022-06-04,2022-06-06,COMPASS AUTOLOAD       604-398-2042  BC,-10
2022-06-04,2022-06-06,SQ *KOERNER'S PUB      Vancouver     BC,-7.35
2022-06-04,2022-06-06,SQ *KOERNER'S PUB      Vancouver     BC,-15.6
2022-06-03,2022-06-06,GALLERY                VANCOUVER     BC,-19.93
2022-06-03,2022-06-06,SHOPPERS DRUG MART #22 VANCOUVER     BC,-17.87
2022-05-31,2022-06-01,LONDON DRUGS   74      VANCOUVER     BC,-8.94
2022-05-31,2022-06-01,LONDON DRUGS   74      VANCOUVER     BC,-41.26
2022-05-31,2022-06-01,BODY ENERGY CLUB (KITS VANCOUVER     BC,-52.49
2022-05-31,2022-05-31,PAYMENT - THANK YOU,96.53
2022-05-30,2022-05-31,JUSTIN'S NF #3807      VANCOUVER     BC,-19.32
2022-05-29,2022-05-30,BCF - SALISH EAGLE     VICTORIA      BC,-5.13
2022-05-27,2022-05-30,FRANKIE'S BARBEQUE     DELTA         BC,-9.45
2022-05-27,2022-05-30,SHOPPERS DRUG MART #22 VANCOUVER     BC,-19.34
2022-05-27,2022-05-30,AJIYA SUSHI            VANCOUVER     BC,-21.21
2022-05-27,2022-05-30,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-05-27,2022-05-27,COMPASS AUTOLOAD       604-398-2042  BC,-10
2022-05-25,2022-05-27,SAFEWAY #4942          VANCOUVER     BC,-21.42
